00AA,LEOTI. KS
52J,BISHOPVILLE. SC
52K,ONAGA. KS
52KS,EUDORA. KS
52KY,PARIS. KY
52LA,BELL CITY. LA
52MN,KENNEDY. MN
52NC,JACKSONVILLE. NC
52ND,HUNTER. ND
52NK,SYLVAN BEACH. NY
52NY,HONEOYE FALLS. NY
52PA,TAMAQUA. PA
52S,ST IGNATIUS. MT
52TA,TRENTON. TX
52TE,JUNCTION. TX
52TN,BEECHGROVE. TN
52TS,SPICEWOOD. TX
52U,ATLANTA. ID
52WA,BENGE. WA
52WI,ATHENS. WI
52WT,TOUCHET. WA
52XA,WICHITA FALLS. TX
52Y,REMER. MN
53A,MONTEZUMA. GA
53AK,STERLING. AK
53CL,ANCHOR BAY. CA
53CN,GRIMES. CA
53CO,TWO BUTTES. CO
53FD,TALLAHASSEE. FL
53GA,CAVE SPRING. GA
53IA,TAMA. IA
53II,WOODBURN. IN
53IL,TISKILWA. IL
53IN,KOKOMO. IN
53K,OSAGE CITY. KS
53KS,HESSTON. KS
53KT,LIBERTY. KY
53NC,LUMBERTON. NC
53NE,ASHLAND. NE
53NY,HONEOYE FALLS. NY
53OH,PAULDING. OH
53OK,TUTTLE. OK
53T,SOMERSET. TX
53TA,VERNON. TX
53U,BIGFORK. MT
53VA,MIDLAND. VA
53VG,PAINTER. VA
53W,WINN. MI
53WI,EAU CLAIRE. WI
53XA,ANGLETON. TX
53XS,SAN BENITO. TX
54AL,DAPHNE. AL
54AR,ALTUS. AR
54AZ,SOMERTON. AZ
54CL,ANZA. CA
54CN,PLACERVILLE. CA
54FD,ORLANDO. FL
54II,BUNKER HILL. IN
54IL,STREATOR. IL
54J,DEFUNIAK SPRINGS. FL
54KS,WELLSVILLE. KS
54KY,MURRAY. KY
54LA,NATCHITOCHES. LA
54MA,ROSSVILLE. TN
54ME,NEW GLOUCESTER. ME
54MI,BRYON. MI
54MO,SILEX. MO
54MU,SKIDMORE. MO
54NC,WINFALL. NC
54OH,PAULDING. OH
54T,BAYTOWN. TX
54TA,WAXAHACHIE. TX
54TS,WEATHERFORD. TX
54TX,KINGSLAND. TX
54W,ALBANY. WI
54WI,WOODVILLE. WI
54XA,VALLEY VIEW. TX
54XS,DEL RIO. TX
55AK,WASILLA. AK
55AR,EUREKA SPRINGS. AR
55AZ,STANFIELD. AZ
55CL,ARBUCKLE. CA
55D,BROWN CITY. MI
55FD,BAKER. FL
55G,CROSWELL. MI
55GE,TENNGA. GA
55H,ATLANTA. ID
55I,SPENCER. WV
55ID,SANDPOINT. ID
55K,OXFORD. KS
55KS,TIPTON. KS
55LA,PORT BARRE. LA
55LL,UNION. IL
55M,STAR CITY. AR
55ME,SEARSMONT. ME
55MN,BUCKMAN. MN
55MO,JONESBURG. MO
55ND,KILLDEER. ND
55NM,BELEN. NM
55NY,JAMESTOWN. NY
55OI,EAST PALESTINE. OH
55OK,INOLA. OK
55OL,GUTHRIE. OK
55OR,CORVALLIS. OR
55PA,TRESKOW. PA
55S,PACKWOOD. WA
55SC,ROCK HILL. SC
55T,CONWAY. TX
55TE,TEXAS CITY. TX
55TT,JACKSBORO. TX
55TX,BEAUMONT. TX
55WA,YAKIMA. WA
55WI,NEKOOSA. WI
55WN,EAU CLAIRE. WI
55XS,SPOFFORD. TX
55Y,RUSHFORD. MN
56AK,MC GRATH. AK
56AL,ATHENS. AL
56AZ,TONOPAH. AZ
56C,BELDING. MI
56CL,BLYTHE. CA
56D,UPPER SANDUSKY. OH
56F,ROTAN/ROBY. TX
56FD,MALONE. FL
56FL,JAY. FL
56IL,CALEDONIA. IL
56IN,NEW HAVEN. IN
56IS,THOMASBORO. IL
56LA,KEITHVILLE. LA
56LL,WATERMAN. IL
56ME,EASTON. ME
56MN,MORTON. MN
56NC,TRYON. NC
56NE,RAVENNA. NE
56NH,MIDDLETON. NH
56NY,KENDALL. NY
56OG,STAYTON. OR
56OI,KIPTON. OH
56OK,CASHION. OK
56PA,TINICUM. PA
56S,SEASIDE. OR
56TS,ELGIN. TX
56TX,WARRENTON. TX
56WI,MOSINEE. WI
56WV,ROWLESBURG. WV
57AK,BIG LAKE. AK
57AL,LOXLEY. AL
57AR,ASHDOWN. AR
57AZ,TUCSON. AZ
57B,ISLESBORO. ME
57C,EAST TROY. WI
57CL,BORON. CA
57CN,RANCHO MURIETA. CA
57D,RAY. MI
57FA,ST CLOUD. FL
57GA,BLUE RIDGE. GA
57II,JAMESTOWN. IN
57IS,FAIRFIELD. IL
57KS,EMMETT. KS
57KY,BELCHER. KY
57LS,LEESVILLE. LA
57ME,FRYEBURG. ME
57MI,ACME. MI
57MO,DIXON. MO
57MT,HAMILTON. MT
57NC,BRYSON CITY. NC
57ND,KINDRED. ND
57NE,MERRIMAN. NE
57NM,CLAUNCH. NM
57OI,LAWRENCEVILLE. OH
57S,TROY. MT
57TE,LEAKEY. TX
57TS,HUNTSVILLE. TX
57TX,TRINITY. TX
57VA,HILLSVILLE. VA
57WA,NORTHPORT. WA
57XA,NEW BRAUNFELS. TX
57XS,MORAN. TX
58AK,WASILLA. AK
58AR,BENTONVILLE. AR
58AZ,YOUNG. AZ
58C,EDGERTON. WI
58CL,BORREGO SPRINGS. CA
58FD,DUNDEE. FL
58IA,BURLINGTON. IA
58II,BOGGSTOWN. IN
58IL,MANTENO. IL
58IN,SPENCERVILLE. IN
58J,TIMMONSVILLE. SC
58KS,SALINA. KS
58KY,FINCHVILLE. KY
58LA,WILSON. LA
58M,ELKTON. MD
58MT,WHITE SULPHUR SPRINGS. MT
58MU,JANE. MO
58N,PALMYRA. PA
58NC,RUTHERFORDTON. NC
58NR,HOOKERTON. NC
58OH,PUT IN BAY. OH
58OR,ROSEBURG. OR
58PA,MEYERSDALE. PA
58S,WHITEFISH. MT
58T,DECATUR. TX
58TE,DENISON. TX
58TX,BROCK. TX
58VA,CALVERTON. VA
58WA,POMEROY. WA
58WI,HUSTISFORD. WI
58XA,ROCKSPRINGS. TX
58XS,STERLING CITY. TX
59AK,WASILLA. AK
59AR,JONESBORO. AR
59AS,BATTLE GROUND. WA
59AZ,CHINO VALLEY. AZ
59B,JACKMAN. ME
59CN,PLEASANT GROVE. CA
59FD,IMMOKALEE. FL
59IA,WILLIAMSBURG. IA
59IL,MAPLE PARK. IL
59KS,MILDRED. KS
59KY,DEATSVILLE. KY
59M,EASTPORT. MI
59MN,ROOSEVELT. MN
59NC,GIBSONVILLE. NC
59NY,LOCKPORT. NY
59OH,BETHEL. OH
59PA,FRIENDSVILLE. PA
59TS,GEORGE WEST. TX
59TX,GODLEY. TX
59WA,TENINO. WA
59WI,COTTAGE GROVE. WI
5A1,NORWALK. OH
5A2,WARNER ROBINS. GA
5A4,OKOLONA. MS
5A6,WINONA. MS
5A8,ALEKNAGIK. AK
5A9,WARM SPRINGS. GA
5AK0,TRADING BAY. AK
5AK2,NORTH POLE. AK
5AK3,NORTH POLE. AK
5AK4,GLENNALLEN. AK
5AK5,WASILLA. AK
5AK6,PALMER. AK
5AK8,WASILLA. AK
5AK9,PALMER. AK
5AL1,CHAPMAN. AL
5AL3,MONTEVALLO. AL
5AL5,MUSCLE SHOALS. AL
5AL7,KINSTON. AL
5AR1,TILLAR. AR
5AR2,TURRELL. AR
5AR4,HOLLY GROVE. AR
5AR7,WEINER. AR
5AR8,GREEN FOREST. AR
5AZ3,QUEEN CREEK. AZ
5AZ6,MOBILE. AZ
5AZ7,STANFIELD. AZ
5AZ9,FORT THOMAS. AZ
5B1,ISLAND POND. VT
5B2,SARATOGA SPRINGS. NY
5B4,BOWBELLS. ND
5B5,NAPOLEON. ND
5B6,FALMOUTH. MA
5B7,TROY. NY
5B9,HAVERHILL. NH
5BK,BLACK RAPIDS. AK
5C1,SAN ANTONIO. TX
5C8,WASHBURN. ND
5CA4,BARSTOW. CA
5CA7,FIVE POINTS. CA
5CA8,IONE. CA
5CD,CHANDALAR CAMP. AK
5CL0,MARIPOSA. CA
5CL1,SANTA MARGARITA. CA
5CL7,PARKER DAM. CA
5CL8,ARVIN. CA
5CL9,AUBERRY. CA
5CN4,CUYAMA. CA
5CO0,CHEYENNE WELLS. CO
5CO1,AUSTIN. CO
5CO4,BYERS. CO
5CO6,LA GARITA. CO
5CO8,OAK CREEK. CO
5CT5,BETHLEHEM. CT
5CT7,OLD LYME. CT
5D2,NORTHWOOD. IA
5D5,NORTHPORT. MI
5D6,CARROLLTON. OH
5D9,CLYDE. OH
5.00E+09,RADNOR. OH
5F0,ARCADIA. LA
5F1,POST. TX
5F4,HOMER. LA
5F5,KEITHVILLE. LA
5FA1,FRUITLAND PARK. FL
5FD0,OLD TOWN. FL
5FD1,CLARKSVILLE. FL
5FD7,BROOKSVILLE. FL
5FL0,DADE CITY. FL
5FL1,KEATON BEACH. FL
5FL4,ELKTON. FL
5FL6,OKEECHOBEE. FL
5FL7,HERNANDO. FL
5FL8,GREENWOOD. FL
5G0,LE ROY. NY
5G4,DRUMMOND. WI
5G7,BLUFFTON. OH
5G8,JEANNETTE. PA
5GA0,HARALSON. GA
5GA1,WAYNESBORO. GA
5GA2,WHITESBURG. GA
5GA3,WILLIAMSON. GA
5GA4,WOODSTOCK. GA
5GA5,GRIFFIN. GA
5GA6,LILLY. GA
5GA7,FRANKLIN/GLENN. GA
5GA9,CARROLLTON. GA
5GE1,FORT VALLEY. GA
5H4,HARVEY. ND
5HO,HOPE. AK
5I2,FLORA. IN
5I4,SHERIDAN. IN
5I6,GALVESTON. IN
5IG9,SULPHUR SPRINGS. IN
5II1,NEW WINCHESTER. IN
5II5,ST. WENDEL. IN
5II8,PALMYRA. IN
5II9,YOUNGSTOWN. IN
5IL2,PINCKNEYVILLE. IL
5IL5,MAZON. IL
5IL8,WALNUT. IL
5IN0,LAGRANGE. IN
5IN4,VALPARAISO. IN
5IN9,WOLFLAKE. IN
5IS4,LAKE CITY. IL
5IS9,CARTHAGE. IL
5J5,HOLLY HILL. SC
5J9,LORIS. SC
5K0,BIRD CITY. KS
5K1,PALMYRA. IL
5K2,TRIBUNE. KS
5K4,RUSHVILLE. IL
5KS,KASILOF. AK
5KS1,MC LOUTH. KS
5KS2,TROY. KS
5KS4,FORT SCOTT. KS
5KS6,MANHATTAN. KS
5KS8,MC DONALD. KS
5KY4,ELKTON. KY
5KY5,CADIZ. KY
5KY8,SALVISA. KY
5L0,LAKOTA. ND
5LA1,MOREAUVILLE. LA
5LA9,SUNSET. LA
5LL0,MOUNT CARMEL. IL
5LL1,MOWEAQUA. IL
5LL2,MOWEAQUA. IL
5LL3,MURDOCK. IL
5LL5,TRIVOLI. IL
5LL7,UNION. IL
5LL8,UNION HILL. IL
5LS6,MER ROUGE. LA
5LS9,ZWOLLE. LA
5M0,HARTSELLE. AL
5M1,DE WITT. AR
5M4,FORDYCE. AR
5M5,DECATUR. AR
5M6,GLADWIN. MI
5M8,GURDON. AR
5MA3,WEST BROOKFIELD. MA
5MD4,FEDERALSBURG. MD
5MD5,PRINCESS ANNE. MD
5MI1,CEDAR SPRINGS. MI
5MI2,HARRISVILLE. MI
5MI7,JACKSON. MI
5MN1,NARY. MN
5MN2,BAGLEY. MN
5MN5,LINDSTROM. MN
5MN9,MIDDLE RIVER. MN
5MO,QUEEN CITY. MO
5MO1,MOBERLY. MO
5MO6,HURDLAND. MO
5MO7,SHELL KNOB. MO
5MO9,NEW BOSTON. MO
5MS1,ROLLING FORK. MS
5MS3,COLUMBIA. MS
5MS5,PICAYUNE. MS
5MS6,BRANDON. MS
5MS8,OKOLONA. MS
5MT5,WOLF POINT. MT
5MU5,DREXEL. MO
5MU9,IRONTON. MO
5N2,PRENTICE. WI
5N4,ENDERLIN. ND
5N7,NUNICA. MI
5N8,CASSELTON. ND
5NA0,MAX. ND
5NC1,MOCKSVILLE. NC
5NC2,MOCKSVILLE. NC
5NC3,LOCUST. NC
5NC5,CHAPEL HILL. NC
5ND0,BUFORD. ND
5ND3,BATHGATE. ND
5ND9,HILLSBORO. ND
5NE2,SHUBERT. NE
5NE3,STAPLETON. NE
5NE4,SUTHERLAND. NE
5NJ2,STANTON. NJ
5NK,NAKNEK. AK
5NK1,NEWARK. NY
5NK9,WALES. NY
5NN,NONDALTON. AK
5NY1,MERIDALE. NY
5NY4,ROME. NY
5NY5,GARDINER. NY
5O1,VICI. OK
5OH6,RAYMOND. OH
5OH9,MALVERN. OH
5OI0,LOVELAND. OH
5OI5,WILLSHIRE. OH
5OI8,JOHNSTOWN. OH
5OK0,HYDRO. OK
5OK2,NON. OK
5OK3,VINITA. OK
5OK4,GOLDSBY. OK
5OK8,THOMAS. OK
5OK9,LUTHER. OK
5OL5,LEXINGTON. OK
5OR0,SELMA. OR
5OR3,SILETZ. OR
5OR4,SPRAGUE RIVER. OR
5OR5,BEND. OR
5OR8,STAYTON. OR
5OR9,STAYTON. OR
5P2,MC LAUGHLIN. SD
5P5,PRESHO. SD
5PA0,CARMICHAELS. PA
5PA1,MAINVILLE. PA
5PA2,ST JOHN`S. PA
5PA4,PHOENIXVILLE. PA
5PA6,RUSSELL. PA
5PN7,IVYLAND. PA
5PN8,CALVIN. PA
5PS5,DUNCANNON. PA
5QC,QUARTZ CREEK. AK
5R1,CHATOM. AL
5R2,OCEAN SPRINGS. MS
5R4,FOLEY. AL
5R7,BAYOU LA BATRE. AL
5R8,DE QUINCY. LA
5S0,OAKRIDGE. OR
5S1,ROSEBURG. OR
5S2,CRESCENT LAKE. OR
5S4,TOLEDO. OR
5S5,CULVER. OR
5S6,SIXES. OR
5S9,ESTACADA. OR
5SD3,BOWDLE. SD
5T4,HERREID. SD
5T9,EAGLE PASS. TX
5TA0,SEMINOLE. TX
5TA1,TEMPLE. TX
5TA2,WACO. TX
5TA3,YOAKUM. TX
5TA5,SANTA FE. TX
5TA8,ATHENS. TX
5TA9,SEAGOVILLE. TX
5TE0,EAGLE PASS. TX
5TE1,MARFA. TX
5TE2,DRIPPING SPRINGS. TX
5TE3,DRIPPING SPRINGS. TX
5TE4,KERRICK. TX
5TE5,MARATHON. TX
5TE6,SAN ANGELO. TX
5TE7,EAGLE LAKE. TX
5TE8,MIAMI. TX
5TN2,JOHNSON CITY. TN
5TN4,GREENBACK. TN
5TN5,JONESBOROUGH. TN
5TN9,COOKEVILLE. TN
5TS1,COTULLA. TX
5TS2,COUPLAND. TX
5TS3,DAWSON. TX
5TS5,DILLEY. TX
5TS7,WILDORADO. TX
5TS8,NEW BRAUNFELS. TX
5TS9,INDIANOLA. TX
5TX0,SHADY SHORES. TX
5TX1,MASON. TX
5TX2,LEONARD. TX
5TX8,LINDEN. TX
5U0,DENTON. MT
5U1,DUTTON. MT
5U5,FAIRFIELD. MT
5U6,FAIRVIEW. MT
5U7,FORT SMITH. MT
5U8,GERALDINE. MT
5V4,CALHAN. CO
5V5,SHIPROCK. NM
5V8,KADOKA. SD
5VA4,RICHMOND. VA
5VA5,FREDERICKSBURG. VA
5VG1,NATURAL BRIDGE STATION. VA
5VG2,MATHEWS. VA
5W1,WILSON CREEK. WA
5W4,RAEFORD. NC
5W5,RALEIGH. NC
5WA0,TONASKET. WA
5WA1,MESA. WA
5WA2,EVERSON. WA
5WA5,WAPATO. WA
5WA7,CENTERVILLE. WA
5WA8,OCEAN SHORES. WA
5WA9,BRUSH PRAIRIE. WA
5WI1,SPRINGBROOK. WI
5WI2,PLAINFIELD. WI
5WI3,WATERLOO. WI
5WI4,MARINETTE. WI
5WI5,MERRILL. WI
5WI6,INDEPENDENCE. WI
5WI8,COLEMAN. WI
5WN2,DANE. WI
5WN8,WAUSAU. WI
5WN9,MAIDEN ROCK. WI
5XA0,KINCKERBOKER. TX
5XA1,VALLEY MILLS. TX
5XA6,MASON. TX
5XA9,AUBREY. TX
5XS2,HEREFORD. TX
5XS3,WINNIE. TX
5XS5,VAN. TX
5XS6,MERCEDES. TX
5XS8,BRACKETTVILLE. TX
5Y1,HESSEL. MI
5Y2,HOUGHTON LAKE HEIGHTS. MI
5Y3,WHITEWATER. WI
5Y7,MUNISING. MI
5Z5,KANTISHNA. AK
60AR,VIOLA. AR
60C,ELROY. WI
60CL,BRYTE. CA
60D,REESE. MI
60F,SEYMOUR. TX
60G,EATON RAPIDS. MI
60IA,BLUE GRASS. IA
60IL,BIGGSVILLE. IL
60IS,BROWNS. IL
60J,OCEAN ISLE BEACH. NC
60KS,DOUGLASS. KS
60LA,TALLULAH. LA
60M,SPENCER. MA
60MI,MAYBEE. MI
60MN,SEAFORTH. MN
60MU,ALBA. MO
60NC,CAPE CARTERET. NC
60OA,KINSMAN. OH
60OI,MILAN. OH
60OK,HYDRO. OK
60OR,OAKLAND. OR
60R,NAVASOTA. TX
60TE,KERRVILLE. TX
60TX,BELLVILLE. TX
60XA,GEORGETOWN. TX
60XS,SNYDER. TX
61A,CAMDEN. AL
61AR,COTTER. AR
61C,FORT ATKINSON. WI
61D,PLAINWELL. MI
61GA,BLYTHE. GA
61ID,PRIEST RIVER. ID
61IN,SCOTTSBURG. IN
61IS,DWIGHT. IL
61K,SEDAN. KS
61KY,OWENTON. KY
61MO,GRAINVILLE. MO
61MU,FAUCETT. MO
61NC,PARKTON. NC
61ND,LARIMORE. ND
61NJ,GLASSBORO. NJ
61OH,RAVENNA. OH
61OK,MARLOW. OK
61OR,SISTERS. OR
61PN,PERKASIE. PA
61PS,NOTTINGHAM. PA
61R,NEWTON. TX
61S,COTTAGE GROVE. OR
61TA,AVINGER. TX
61TE,SPRINGTOWN. TX
61TX,BELLVILLE. TX
61VA,BERRYVILLE. VA
61WA,FRIDAY HARBOR. WA
61WI,EDEN. WI
61XA,MCKINNEY. TX
62AL,MOBILE. AL
62AR,BUSCH. AR
62AZ,BOUSE. AZ
62C,FRANKSVILLE. WI
62CL,CALIENTE. CA
62D,WARREN. OH
62FL,LAKE WALES. FL
62GA,JACKSON. GA
62IL,MARENGO. IL
62IN,GREENTOWN. IN
62IS,FITHIAN. IL
62K,SENECA. KS
62KS,COTTONWOOD FALLS. KS
62MD,PRINCE FREDERICK. MD
62MN,TAYLORS FALLS. MN
62MO,GRAIN VALLEY. MO
62NC,HAVELOCK. NC
62ND,LARIMORE. ND
62NM,CARLSBAD. NM
62NR,MOUNT PLEASANT. NC
62OH,BREMEN. OH
62OK,JAY. OK
62PA,WELLSVILLE. PA
62S,CHRISTMAS VALLEY. OR
62TA,ELGIN. TX
62TS,DECATUR. TX
62TX,UVALDE. TX
62VA,HOLLAND. VA
62XA,NACOGDOCHES. TX
62XS,CLAIRETTE. TX
63AK,BIG LAKE. AK
63AR,EARLE. AR
63B,LIMINGTON. ME
63C,FRIENDSHIP (ADAMS). WI
63CA,NORTH SHORE. CA
63CL,CAPAY. CA
63CN,LIVERMORE. CA
63CO,GATEWAY. CO
63F,STANTON. TX
63FA,ALACHUA. FL
63FD,ALACHUA. FL
63GE,LUMPKIN. GA
63ID,CALDWELL. ID
63II,FRANKLIN. IN
63IL,MARENGO. IL
63IN,LITTLE YORK. IN
63K,STILWELL. KS
63KS,SENECA. KS
63M,HERMANN. MO
63ME,MILO. ME
63MN,TWO HARBORS. MN
63MS,ECRU. MS
63MT,BILLINGS. MT
63NC,NEWTON GROVE. NC
63NY,YOUNGSTOWN. NY
63OH,DARBYVILLE. OH
63S,COLVILLE. WA
63TE,KENNARD. TX
63TX,KERENS. TX
63WA,COLBERT. WA
63WI,MONROE. WI
63XA,LOTT. TX
63XS,HENLY. TX
63Y,TYLER. MN
64AK,POINT MACKENZIE. AK
64AR,WARD. AR
64CL,CARSON. CA
64CT,SOUTH WOODSTOCK. CT
64FA,STUART. FL
64G,PAGE. ND
64GA,SENOIA. GA
64I,HANOVER. IN
64IL,MARENGO. IL
64KS,SYLVAN GROVE. KS
64KY,LEXINGTON. KY
64MO,ST JOSEPH. MO
64MS,LELAND. MS
64NC,PLEASANT GARDEN. NC
64ND,MANDAN. ND
64OG,MITCHELL. OR
64OR,AMITY. OR
64S,PROSPECT. OR
64TE,KERRVILLE. TX
64V,WALLACE. NE
64XA,FORESTBURG. TX
65AK,WASILLA. AK
65AR,NEWARK. AR
65B,LUBEC. ME
65CL,CARUTHERS. CA
65CN,HERALD. CA
65CO,FORT COLLINS. CO
65G,FOWLERVILLE. MI
65J,WRENS. GA
65KS,DOWNS. KS
65LA,BELLE CHASSE. LA
65MD,PINEY POINT. MD
65MN,WENDELL. MN
65MO,MATTHEWS. MO
65MS,SENATOBIA. MS
65NK,QUAKER STREET. NY
65NM,FORREST. NM
65NY,MAYVILLE. NY
65OH,SHARON CENTER. OH
65S,BONNERS FERRY. ID
65TE,BELLS. TX
65TN,FALL BRANCH. TN
65TS,CARTA VALLEY. TX
65TX,SALT FLAT. TX
65VA,SCOTTSVILLE. VA
65WA,TENINO. WA
65WI,PRESCOTT. WI
65WN,WIOTA. WI
65XA,BARNES. TX
65XS,PARKER. TX
66B,MEDDYBEMPS. ME
66CA,CAMBRIA. CA
66FD,CRYSTAL RIVER. FL
66G,FRANKENMUTH. MI
66GA,BLAKELY. GA
66ID,GRANGEVILLE. ID
66IL,MARENGO. IL
66IN,CHARLOTTESVILLE. IN
66KS,INDEPENDENCE. KS
66KY,CLARKSON. KY
66LA,ERWINVILLE. LA
66MI,KALAMAZOO. MI
66MN,CLARA CITY. MN
66MO,FORISTELL. MO
66NC,DOVER. NC
66NE,MADRID. NE
66NY,MEDINA. NY
66OH,WILLIAMSBURG. OH
66OI,WOOSTER. OH
66OK,DURANT. OK
66R,COLUMBUS. TX
66S,COOLIN. ID
66SC,GREER. SC
66TE,GRANBURY. TX
66TN,MORRISON. TN
66TX,COMETA. TX
66V,BLUFF. UT
66VT,SHOREHAM. VT
66WA,TROUT LAKE. WA
66WI,WATERTOWN. WI
66XA,HENRIETTA. TX
66XS,WESTMINSTER. TX
66Y,DIAMONDHEAD. MS
67A,FORT DEPOSIT. AL
67AK,WASILLA. AK
67AR,FAYETTEVILLE. AR
67CA,CHOWCHILLA. CA
67CL,COLUSA. CA
67CO,BRACEWELL. CO
67FL,ZOLFO SPRINGS. FL
67GA,MONROE. GA
67IL,MARSEILLES. IL
67KS,MONTEZUMA. KS
67KY,CRITTENDEN. KY
67L,MESQUITE. NV
67MD,UNION BRIDGE. MD
67MI,MARCELLUS. MI
67MN,ATWATER. MN
67MO,PITTSBURG. MO
67MU,FRANKFORD. MO
67ND,MARION. ND
67NJ,HAINESBURG. NJ
67OG,SHERIDAN. OR
67OK,PEGGS. OK
67OR,DONALD. OR
67PN,SACRAMENTO. PA
67R,RIO GRANDE CITY. TX
67S,NORDMAN. ID
67SC,RUFFIN. SC
67T,AGUA DULCE. TX
67TE,KILLEEN. TX
67TT,DECATUR. TX
67TX,EMORY. TX
67WA,MEAD. WA
67WI,NECEDAH. WI
67XA,BOWIE. TX
68AL,GREENVILLE. AL
68AR,LINCOLN. AR
68AZ,HACKBERRY. AZ
68C,IOLA. WI
68CA,COTTONWOOD. CA
68CN,KENNEDY MEADOWS. CA
68D,ENTERPRISE. OR
68F,TEAGUE. TX
68FD,FOUNTAIN. FL
68ID,SANDPOINT. ID
68IL,MILFORD. IL
68IN,WHEATFIELD. IN
68IS,HAMPSHIRE. IL
68J,TALLAHASSEE /HAVANA/. FL
68KS,STERLING. KS
68LA,BOSSIER CITY. LA
68LS,WATERPROOF. LA
68MI,SALINE. MI
68MN,ATWATER. MN
68NC,LEASBURG. NC
68NE,DAVEY. NE
68NK,MORRISTOWN. NY
68NM,HOPE. NM
68PA,HAMBURG. PA
68PN,CLAYSVILLE. PA
68R,ELWELL. MI
68S,DAVENPORT. WA
68TE,EL CAMPO. TX
68TS,ROYSE CITY. TX
68WA,ZILLAH. WA
68XA,BASTROP. TX
68XS,WHITESBORO. TX
68Y,WELLS. MN
69CL,DAVIS. CA
69FD,DEFUNIAK SPRINGS. FL
69G,GREGORY. MI
69IL,MARSEILLES. IL
69K,WAMEGO. KS
69KS,CHILES. KS
69KY,CUB RUN. KY
69LL,NEW BOSTON. IL
69MN,BRECKENRIDGE. MN
69MO,HIGBEE. MO
69MT,LAMBERT. MT
69MU,EASTON. MO
69MY,FARMINGTON. MN
69N,SLATINGTON. PA
69NC,FOREST CITY. NC
69ND,MAXBASS. ND
69OI,CHATFIELD. OH
69OK,FAIRLAND. OK
69OR,GASTON. OR
69PA,NEWMANSTOWN. PA
69S,LAURIER. WA
69TA,CORPUS CHRISTI. TX
69TE,LAMPASAS. TX
69TS,KILLEEN. TX
69TX,BLOOMINGTON. TX
69V,HUNTINGTON. UT
69XA,CHICO. TX
69XS,WHITESBORO. TX
6A1,BUTLER. GA
6A2,GRIFFIN. GA
6A4,MOUNTAIN CITY. TN
6A6,KIMBALL. SD
6A8,ALLAKAKET. AK
6AK,RAINY PASS. AK
6AK1,PLATINUM. AK
6AK2,POINT MACKENZIE. AK
6AK3,KENAI. AK
6AK5,ANCHORAGE. AK
6AK7,WASILLA. AK
6AK8,WASILLA. AK
6AK9,WASILLA. AK
6AL3,VINCENT. AL
6AL6,CHATOM. AL
6AR0,EL PASO. AR
6AR1,CAVE SPRINGS. AR
6AR9,FLIPPIN. AR
6AZ2,HEBER. AZ
6AZ8,TUCSON. AZ
6B0,MIDDLEBURY. VT
6B4,UTICA/FRANKFORT. NY
6B6,STOW. MA
6B9,SKANEATELES. NY
6CA1,MACDOEL. CA
6CA5,YUCCA VALLEY. CA
6CA6,RAILROAD FLAT. CA
6CA8,LENWOOD. CA
6CL8,STOCKTON. CA
6CM,CENTERBURG. OH
6CO0,ECKERT/ORCHARD CITY. CO
6CO1,WELLINGTON. CO
6CO2,CEDAREDGE. CO
6CO6,BERTHOUD. CO
6CO7,BYERS. CO
6D1,BROOTEN. MN
6D3,MADDOCK. ND
6D6,GREENVILLE. MI
6D7,DESHLER. OH
6D9,EAST TAWAS. MI
6.00E+05,DESMET. SD
6F1,TALIHINA. OK
6F7,JEFFERSON. TX
6FD0,CHIEFLAND. FL
6FD2,CHULUOTA. FL
6FD5,YEEHAW JUNCTION. FL
6FD6,EUSTIS. FL
6FD7,ELLENTON. FL
6FL3,PUNTA GORDA. FL
6FL4,KEATON BEACH. FL
6FL8,TRENTON. FL
6FL9,BELL. FL
6G1,TITUSVILLE. PA
6G4,MOUNT VERNON. OH
6G5,BARNESVILLE. OH
6G6,WILLIAMSBURG. PA
6G8,BROOKLYN. MI
6GA0,CUMMING. GA
6GA1,HARALSON. GA
6GA4,LOGANVILLE. GA
6GA5,WHITESBURG. GA
6GA8,CARROLLTON. GA
6GE2,WOODLAND. GA
6GE4,HOGANSVILLE. GA
6H4,NAPOLEON. MI
6H8,HAZELTON. ND
6I2,SPRINGFIELD. KY
6I4,LEBANON. IN
6IA6,CORYDON. IA
6IA7,LOCKRIDGE. IA
6ID1,COEUR D`ALENE. ID
6II2,GREENFIELD. IN
6II7,LIZTON. IN
6II8,WHEATLAND. IN
6IL0,PEORIA. IL
6IL2,HUNTLEY. IL
6IL4,LANARK. IL
6IL5,DONGOLA. IL
6IL6,KNOXVILLE. IL
6IL7,NOKOMIS. IL
6IL9,WALNUT. IL
6IN2,WALDRON. IN
6IN3,LAFAYETTE. IN
6IN4,WALDRON. IN
6IN6,MONROVIA. IN
6IN8,RUSHVILLE. IN
6IS0,URBANA. IL
6IS8,HOMER. IL
6J0,PELION. SC
6J2,ST GEORGE. SC
6J4,SALUDA. SC
6J6,TRENTON. SC
6J7,DARLINGTON. SC
6J8,HIGH SPRINGS. FL
6K2,SHELBYVILLE. MO
6K3,CREIGHTON. NE
6K4,FAIRVIEW. OK
6K5,SISTERS. OR
6K7,GRUNDY CENTER. IA
6K8,TOK. AK
6K9,KEOSAUQUA. IA
6KS2,SELDEN. KS
6KS4,SHARON SPRINGS. KS
6KY3,SHELBYVILLE. KY
6KY4,FOUNTAIN RUN. KY
